id,od,le,lc,turn,fluid,fr,orientation,heatw,rth,type
2.5,5,50,50,26,2,50,0,0.134085779,0.24,Flate Plate
2.5,5,50,50,26,2,50,0,0.128781038,0.44,Flate Plate
2.5,5,50,50,26,2,50,0,0.156264108,0.24,Flate Plate
2.5,5,50,50,26,2,50,0,0.152539503,0.21,Flate Plate
2.5,5,50,50,26,2,50,0,0.196162528,0.19,Flate Plate
2.5,5,50,50,26,2,50,0,0.205530474,0.16,Flate Plate
2.5,5,50,50,26,2,50,0,0.214954853,0.2,Flate Plate
2.5,5,50,50,26,2,50,0,0.25248307,0.16,Flate Plate
2.5,5,50,50,26,2,50,0,0.260722348,0.13,Flate Plate
2.5,5,50,50,26,2,50,0,0.271557562,0.17,Flate Plate
2.5,5,50,50,26,2,50,0,0.313656885,0.12,Flate Plate
2.5,5,50,50,26,2,50,0,0.331264108,0.12,Flate Plate
2.5,5,50,50,26,2,50,0,0.384029345,0.1,Flate Plate
2.5,5,50,50,26,2,50,0,0.40214447,0.1,Flate Plate
2.5,5,50,50,26,2,50,0,0.467494357,0.09,Flate Plate
2.5,5,50,50,26,2,50,0,0.471839729,0.08,Flate Plate
2.5,5,50,50,26,2,50,0,0.484311512,0.1,Flate Plate
2.5,5,50,50,26,2,50,0,0.554232506,0.09,Flate Plate
2.5,5,50,50,26,2,50,0,0.552765237,0.07,Flate Plate
2.5,5,50,50,26,2,50,0,0.571952596,0.1,Flate Plate
2.5,5,50,50,26,2,50,0,0.643171558,0.09,Flate Plate
2.5,5,50,50,26,2,50,0,0.654458239,0.08,Flate Plate
2.5,5,50,50,26,2,50,0,0.665519187,0.08,Flate Plate
2.5,5,50,50,26,2,50,0,0.755191874,0.09,Flate Plate
2.5,5,50,50,26,2,50,0,0.773927765,0.08,Flate Plate
2.5,5,50,50,26,2,50,0,0.871444695,0.09,Flate Plate
2.5,5,50,50,26,2,50,0,0.88972912,0.08,Flate Plate
2.5,5,50,50,26,2,50,0,1,0.09,Flate Plate
